customer_tweet_id,agent_tweet_id,customer_text,weak_intent
1315478,1315475,Forgot my password for my MacBook. Resetting with iTunes /iCloud is proving to be difficult @applesupport 😭😓,account_access
188639,386733,@AppleSupport I have to restart my phone every single time I want to make a call because the new update messed up with the handset!!!! FIX THIS BUG,software_update_issue
195918,195917,"Use phone once on the way to #NRLGF
Phone dies b4 @12748 even hits the stage.
Thnx for the reliable software update @115858
Jerks.",software_update_issue
242496,242494,"@AppleSupport I really dislike this new update, it keeps freezing my phone. And the music app doesn’t show the music on my phone",software_update_issue
693593,693591,"Hey @115858 if you could fix that “this accessory may not be supported” bug with iOS 11, that would be great. Thanks!",charging_issue
237455,237452,I'm STILL waiting to hear why your latest update has made my phone unusable @AppleSupport 😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡. 😡 😡.  😡😡😡,software_update_issue
235045,235044,My iPhone after restarting and restarting from the update officially gave up on me whatever I do it won't turn on yay @AppleSupport,hardware_issue
274217,274215,"@115858 Still can't log in to ICloud, FaceTime and IMessage. Another half day to troubleshoot maybe?😡",account_access
1168962,1168961,@115858 the new update 11.0 and 11.0.1 is eating my battery solve this matter please,software_update_issue
1554830,1554829,@115858 @AppleSupport excessive heating and battery drain out if iphone 7 plus immidiately after ioS11. Look fwd to samasung galaxy S8,battery_drain
752103,752101,What the eff is happening to my iPhone? Battery drains hella fast since iOS 11.1 update! @115858,battery_drain
271878,271876,@115858 My battery life is draining after the 11 update. Any fixes for that?,battery_drain
239244,239242,"updated Ios11 but it still sucks, even my camera takes time to load... @AppleSupport",software_update_issue
245107,245105,"@AppleSupport i updated to ios11 and some photos got deleted, what's up with this?",software_update_issue
188636,724192,@AppleSupport Heating problem after updating to ios 11,software_update_issue
703218,703215,@AppleSupport seriously guys. new update keeps freezing my phone and is ridiculously draining battery life. Not cool at all. 👎🏼👎🏼👎🏼👎🏼👎🏼👎🏼👎🏼,battery_drain
1338804,1338803,@AppleSupport any idea when the #gps issues with #ios11.0.1 will be fixed? #iphone6,software_update_issue
845557,845556,"@115858 can you pls fix the orientation lock, my iPhone picks whatever orientation it wants ever since I updated to iOS 11 💗",software_update_issue
208211,208210,"@AppleSupport So wish I hadn’t updated to iOS 11, everything taking ages to load, mail only partially loading. Solution? Quickly, please!",software_update_issue
239562,239561,@AppleSupport After latest iOS update Spotify remains paused in my car. Unable to play. (Mercedes 2013),software_update_issue
187924,187923,It’s time for another software update @115858! I’m ready to throw my phone in the trash,software_update_issue
663587,663585,@AppleSupport my battery life has been horrible since I updated to iOS 11. Will there be a fix coming for this?,battery_drain
1554824,1554822,"@AppleSupport No. It seems to be abrupt. Over the last almost one year since I bought- there hasnt been an issue, it has started after iOS 11 upgrade.",software_update_issue
2055332,2055330,"@116333 , disappointed with #iPhone8Plus. Phone status after upgrade to 11.0.1 for last 48 hours
Asked to visit service center ! https://t.co/5lChS5PRGB",software_update_issue
610279,610278,"@AppleSupport hey I am getting issues with iOS 11.0.1 can’t share pdf, battery is getting drained very fast",software_update_issue
609288,609287,@AppleSupport how can I update my iCloud Music Library without deleting my entire library off my phone,howto_or_feature
266450,266448,"@AppleSupport iOS 11.0.1 WORST. UPDATE. EVER. Cant use my phone as a phone anymore. Also @115888 not working, #itunes not working. @115858",app_issue
239634,239632,@AppleSupport just updated to ios11. Now I can only see time/battery life in certain apps as they cover each other. Even in standard apps,battery_drain
239558,239557,@AppleSupport All apps up to date. Also just updated to iOS 11.0.2 and will give it a go again tomorrow.,software_update_issue
242590,242589,@115858 please fix this iOS 11 update ... this is horrible 😡 Still killing my battery life #goingbacktoandroid,battery_drain
610299,610298,"@AppleSupport With the new iOS update, some app show up like this. Tried: resetting &amp; restarting :-/ https://t.co/pghcNBaUqi",software_update_issue
238867,238865,New @115858 #update for #iOS11 is very glitchy on my #iPhone7Plus #sadface 😳😡📱 New update on its way?? #apple #ifitaintbroke,software_update_issue
272423,272421,@AppleSupport will there be a fix for the poor #batterylife after update #iOS11 my phone has to be charged several times a day after #SE,battery_drain
279865,279863,I'd argue that iOS 11.0.2 is even worse on battery life. @115858 @AppleSupport,battery_drain
187457,187456,@AppleSupport the new update sucks. Do I need my cellular data on to send texts to non iPhone friends?,software_update_issue
322331,322332,@AppleSupport Just updated to iOS 11.0.2 and the phone gets really hot... and battery life is horrendus on a 7 Plus...,battery_drain
242874,242872,@115858 @AppleSupport I am having major Bluetooth + Magic Mouse problems after upgrade to High Sierra. Constant disconnects.,software_update_issue
242598,242596,"@115858 since updating last time, my text messaging keeps messing up. “New” message feature disappears, and can’t see complete messages",software_update_issue
188515,188514,"@AppleSupport Crashing on safari, notes, photos &amp; videos, viva, messenger &amp; fb. Thank you",app_issue
245072,245074,"@AppleSupport Still not working. Alarms go off, but at lowest/barely volume at all no matter what the vol setting says. Tried ringer, volume, change tone",other_or_unclear
2042285,2042284,iOS 11 ruined my phone @AppleSupport,software_update_issue
242608,242610,@AppleSupport I tried with both devices and it’s still not working,other_or_unclear
242526,242528,@AppleSupport Just updated a few mins ago. Was this release to fix the issues?  I was having my problems with ios11.0.1,software_update_issue
2042195,2042194,"Yo @AppleSupport , how come your software update took away Touch ID on my iPhone 6?",software_update_issue
181736,181735,Since updating to the latest iOS I can’t send photos via text.  Help @AppleSupport,software_update_issue
181015,181014,Another iOS update and it still hasn’t fixed my Bluetooth problem. What’s going on @AppleSupport ?,network_connectivity
187936,187935,@115858 IOS11 sucks. Killed performans of my iPhone6 . Are you doing in purpose? Solve it or this will be the last apple product I bought.,software_update_issue
187420,187419,@115858 I updated to iOS11. Now I can’t answer or make a call. My camera doesn’t work either. Any suggestions?,software_update_issue
187422,187421,"@115858 @AppleSupport Listen, I pay hundreds of dollars for my iPhone and as soon as this new update comes it screwed up my phone.",software_update_issue
187956,187955,@AppleSupport Update didn’t help. Still disconnecting. Sometimes reconnects audio only/no controls. Battery life is far worse too.,battery_drain
416763,416762,"@AppleSupport Right, so after doing the latest update to iOS 11 on my 6sm when I charge via USB to comp, it charges down, not up. Discuss.",software_update_issue
609765,609764,@AppleSupport How do I view my Safari passwords in iOS 11 on iPad Pro?,howto_or_feature
180952,180951,@115858 Is there a new software update for the old iPhone 5c,software_update_issue
188164,188163,@115858 the new update is messing up everyone’s phones. Please fix it!,software_update_issue
2042527,2042526,@AppleSupport @115948 @AppleSupport are you going to refund users who can’t use Your service because of your update??,payment_or_refund
610082,610081,@AppleSupport why is the update draining my battery and how do I stop that 🙄🙄,battery_drain
2042606,2042605,@AppleSupport @115858 I’m really mad that my phone dies on 80% battery life!!!!! 😤😤😤,battery_drain
2042588,2042587,"@AppleSupport hi! Ever since I did the update my phone can’t keep stable wifi, insta crashes and the battery dies so quickly. What do I do?",battery_drain
2042532,2042531,Any idea why my lock screen doesn’t show the time any longer after this new iOS update? @AppleSupport,software_update_issue
610048,610047,@AppleSupport who's bright fucking idea was it to make the process for 'forgot password' to enter the password I forgot. Are you stupid???,account_access
186217,186215,"@115858 please fix iOS for the iPhone 7s. After I updated to iOS 11, and so on, my phone is nearly un-useable. Thanks.",software_update_issue
610295,610294,"@AppleSupport have family sharing set up with family plan, but my iPhone keeps asking me to buy Apple Music on my phone only. Please help.",subscription_management
179052,179050,The new update made Siri stop working :/ @115858,software_update_issue
2042639,2042638,Ever since this new update my phone has been lagging a lot more than I’d like it to. @115858 @AppleSupport,software_update_issue
610305,610304,ios 11.1 is so annoying. My battery drains so fast. Dang it @115858 😖,battery_drain
188508,188507,After update # ios1102 battery is a disaster! In 20 min 2% loss. @AppleSupport that is underground.,software_update_issue
188471,188469,My least favourite #iOS11 bug. Takes two tries to get favourites displaying. @115858 https://t.co/Mc9g5rKQIP,software_update_issue
610281,610280,What do I have to do when my Apple Pencil won't charge (through cable and male-female connector)? @AppleSupport,charging_issue
187919,187917,@AppleSupport We have 4 iphones in my house and all experiencing super quick battery drain after installing ios11.0.1!! 😡😡,battery_drain
2042674,2042673,@AppleSupport why did the latest update make all of our phones slow? I can’t upload my videos to Facebook now and am incredibly frustrated.,software_update_issue
178669,188446,@AppleSupport Why after update my phone to ios11 the battery runs away so quick,software_update_issue
2053284,2053283,@AppleSupport  such a  laggy update of iOS 11.01 lot of issues like battery draining and many software glitches try to give us a new update,battery_drain
2042604,2042603,"@AppleSupport is there a way to go back to iOS 10? #ios11update has major bugs. Hogs battery, home button not working.",hardware_issue
610287,610286,I hate this new update for my #Iphone it is fucking up my battery life.. wtf!! Is up #Apple yaa doing a bad job. Retweet this true. @115858 @AppleSupport,battery_drain
188426,188424,@AppleSupport uodated to rhe new iOS 11.0.2 update but now I’m facing battery drain at a high level. Appreciate some help.,battery_drain
181732,181730,@115858 the new update is so horribly slow and not at all even that great pls send me help or pls do something I’m going crazy.,software_update_issue
233939,233938,"@115858 i have a 5s and have latest ios update. Every night i turn off the wifi option, and morning to see the time i press my home button.",software_update_issue
2042447,2042446,"@116333 how do I add Indian debit or credit card to Apple store?
I get a declined msg everytime I try.",howto_or_feature
244878,244876,"@AppleSupport Issue with iOS 11.0.1 UI issue, check the screenshot https://t.co/haEGme7Lxa",software_update_issue
237655,237653,"@AppleSupport 
How do I delete this. (Documents and data) https://t.co/neYsZdSIEL",howto_or_feature
662427,662425,@277836 @115858 My battery has been shocking ever since I updated to iOS 11,software_update_issue
235291,235289,@172034 @115858 @115858 why have I now got a generic ringtone after the update? I've lost all my assigned ringtones! Not an improvement... unhappy customer,software_update_issue
238397,238395,Latest @115858 update is bug ridden. Simple things like App Store indicating updates available but when app opened there are none. #lackofqa,app_store_issue
2042445,2042444,@AppleSupport ios11 bug. iPhone 7 isn’t counting my steps anymore. I’ve tried a reboot,software_update_issue
265131,265130,"@AppleSupport &gt;&gt;Battery drains, whatsapp &amp;more apps freezing, spotify not working in lockscreen. GUI is awful, it looks like a cheap android",battery_drain
238480,238478,@115858 upgraded to latest update last night. Battery drained 15% within 5 mins of looking at news! #batterydrain #applepleasefix #help,battery_drain
279861,279855,@AppleSupport since the release of iOS 11 my iPhone 5s battery drains alot. In the morning it is 100% but when i get out of school its 3%,battery_drain
2043972,2043971,@115858 since updating my phone to iOS 11.0.1 I can hardly get any reception and messages now take forever to go out. Why?? 😤😡,software_update_issue
188536,188535,@AppleSupport How can I close Background Apps? I’ve tried double clicking the Home Button but nothing ... https://t.co/8j46n3DABC,howto_or_feature
2043986,2043985,@AppleSupport this new update is bullshit!!! Thanks for fucking up my phone! AGAIN!!!,software_update_issue
291422,2007912,@AppleSupport Battery life on my iPhone 7 taken a hit after 11.0.2 update. It was much better on iOS 10,battery_drain
2043966,2043965,@AppleSupport downloaded latest update now getting 'bricking' message. No iTunes or laptop to fix this. Please help!,software_update_issue
199378,199377,.@AppleSupport What’s the problem with #battery percentage in #iOS11 ?,software_update_issue
2043978,2043977,#ios11 is draining battery very badly  plz update it @115858 @AppleSupport,battery_drain
610073,610071,"Latest iOS update has rendered my US @118721-linked @115858 TV effectively unusable; with only a Hong Kong movie selection and no, uh, TV.",software_update_issue
2043968,2043967,#iPhone 5s issues with IOS 11. My battery absolutely tanked. Won’t stay charged. No prev issues. Way to ruin my iPhone @115858.,software_update_issue
621770,621769,@AppleSupport when you sorting out a new update as my phone is as much use as a brick now thanks to your shit update,software_update_issue
199332,199331,@AppleSupport When the battery issue will be solved for ios11??,battery_drain
178693,2043929,@AppleSupport After the new update my mobile is lagging.  And battery is draining too fast.  I have to charge it atleast three times a dayyy. Fix it plz 😭,software_update_issue
2043944,2043943,@AppleSupport What’s the crack with the battery becoming shite after I updated to iOS 11? iPhone 7 bought in December 👎🏼👎🏼👎🏼👎🏼👎🏼👎🏼👎🏼👎🏼👎🏼,software_update_issue
199348,199347,"@AppleSupport now what? After upgrade to #HighSierra I can’t login to my MacBook Air (2013). I signed in with AppleID, now this https://t.co/KHlmWJmGDn",software_update_issue
621749,621748,"This new update is swallowing my battery life... fix it, pls @115858",battery_drain
199313,199312,"This new #ios11 sucks, flash text on my screen and hanging @115858 #goingdown #iosvsandroid",software_update_issue
621735,621734,How do I cut off the auto dimmer and the auto wifi feature in the iPhone bc I don't need it to regulate what I told it not do @AppleSupport,howto_or_feature
199326,199325,Is it normal to go 7x Apple Store BXL for a defect device ( still not working)100290426469 @116333 @AppleSupport @10483 @2501,other_or_unclear
199346,199344,"Hey, @AppleSupport how about an update that fixes my apps from freezing my screen, forcing a hard reset?! New update screwed up everything.😡",software_update_issue
247114,247113,"@115858 @AppleSupport after upgrading to 11.1, my battery sucks.. I use #iphone7",software_update_issue
193578,193577,I updated to iOS 11 and now my phone is possessed by a demon @AppleSupport,software_update_issue
199322,199321,@115858 fix the battery bug on ios11 😪😪😪😪,software_update_issue
199319,199317,@115858 new iOS update doesn’t let you change volume using the buttons on the side. #fixit #apple #iOS11,software_update_issue
199375,199374,@115858 @AppleSupport Latest update fixed it 👍🏻 @115858 @AppleSupport https://t.co/w9pgRGgddE,software_update_issue
193564,193563,@AppleSupport how do I turn access mail fetch setting in the new iOS? No longer an option under the mail settings.,howto_or_feature
188660,188659,@AppleSupport the battery drain is a bit much. iOS 11.0.2 on a A1533 iPhone 5S. https://t.co/8b45lRHJRm,battery_drain
193604,193603,"@AppleSupport Hi, the new update has crashed my IPhone 7, I can slide the noificstions bar down but can't click any apps",software_update_issue
616310,616309,"Hey @AppleSupport small problem since the new Update, every time I skip a song of Apple Music the sound decreases any suggestions????",software_update_issue
188625,188624,"Hey @AppleSupport you’re new iOS 11 is HORRIBLE. Even the new update is awful. My iMessages has lots of delays, freezes and is slow. #fail",software_update_issue
2043342,2043341,@AppleSupport Help! Where do I find my account balance for the App Store? Can’t find it since the iOS update...,software_update_issue
193587,193588,Also the phone has become quite unstable after the update. This is really surprising on an Apple device @AppleSupport @115858 #iOS11,software_update_issue
2043338,2043337,Please explain why our batteries are dying so quickly after the new update @AppleSupport,software_update_issue
193678,193675,"Hey, @AppleSupport should I consider this a known iOS 11 bug or...? https://t.co/W2BHoSqkjh",software_update_issue
242782,242784,"@AppleSupport I have installed iOS 11.0.2 just now, still found this issue, i updated to iOS 11 is already 10 days.",software_update_issue
193634,193632,"@AppleSupport iOS 11 bug. Bluetooth turn off, show pairing for earphones in public which not belong to me.",software_update_issue
193647,193646,@AppleSupport I’ve done the new update and my iPhone 8 is now having touch problems at the top left of the screen.,software_update_issue
616288,616286,Hey @115858 fix the issue with the new IOS 11 update draining my iPhone battery #pleaseandthankyou,software_update_issue
616271,616269,@115858 Please fix the battery drain after the #ios11update losing 1% per minute with no apps open low brightness on screen 😡😡😡,battery_drain
193583,193579,@161516 @AppleSupport @115858 Yes same with my iphone 6 after update.@AppleSupport  #iOS11 @115858,software_update_issue
188360,188359,@AppleSupport could you guys look into wifi automatically switching on and off ever since the update? K thanx byee,software_update_issue
193544,193543,@AppleSupport #apple #IOS11 PLEASE HELP! HAS DONE THIS 4 TIMES SINCE UPDATING! Has done on this on 1.0.1 &amp; 1.0.2 it Doesn’t let u power off https://t.co/gpHJCQ2rTv,software_update_issue
188615,188614,@AppleSupport the app store isn't on my phone anymore,app_store_issue
193572,193571,"@AppleSupport urgh!! The new update is awful! My battery is being drained, the design is hideous! What is going on?!!!",software_update_issue
2043275,2043274,@115858 my #iPhone is not the same since the latest update. So many bugs! #ios11.1,software_update_issue
2043260,2043259,"Hmm. That’s one big iOS 11 bug, @AppleSupport. If I’m on the phone, and go to open other apps, this happens in any app. https://t.co/BCQpioy4TH",software_update_issue
193556,193555,@115858 is there a glitch in the new update my phone keeps messing up,software_update_issue
188534,188533,@AppleSupport iOS 11.0.1 I haven’t updated iOS 11.0.2 yet. I want to get this sorted first.,software_update_issue
238027,238024,@AppleSupport -Sending new unopened unlocked iphone 8 back if no fix for battery drain issue on ios11. 6S plus drains 10% in 10 minutes!,battery_drain
188627,188626,@AppleSupport Please fix the battery drain after ios 11.01,battery_drain
2042610,2042609,"@115858 this new update is a bag of wank sort it out, my phone keeps crashing 😤",software_update_issue
193606,193608,"@AppleSupport nothing loads. Spotify says “Spotify is offline,” Instagram says “no internet connection,” Google maps says “offline.”",network_connectivity
2042657,2042656,". @AppleSupport frustrated the battery dies within minutes now, photos were lost!!  How do I uninstall this “update” ?!? #iPhoneUpdate",battery_drain
2042629,2042628,@AppleSupport after update to iOS 11.0.2 i cant even make a phone call because it doesnt make any sound 😡😡,software_update_issue
610338,610337,#iOS11 sucks @AppleSupport @115858  such a let down,software_update_issue
188597,188596,@AppleSupport my ‘Two factor authentication’ isn’t calling the number I have registered to my Apple ID with the code. Why is this?,account_access
656698,656697,@AppleSupport @115858 why are there so many issues with iOS 11? Incoming calls can’t be seen on screen!!! I use a 6s. Is it not compatible ?,software_update_issue
188574,188572,@115858 #ios11 issue. Can’t change volume if the phone is locked. Settings haven’t changed.,software_update_issue
610323,610321,@115858 why has Touch ID stopped working since the update,software_update_issue
188556,188554,@AppleSupport after the new update my phone battery won’t last more than 2 hours on a full charge. HELP!!,software_update_issue
610331,610330,@115858 @AppleSupport iOS 11 sucks. Ever since I updated to it my phone runs super slow and my battery life has greatly decreased. #NotGood,battery_drain
188576,188575,@115858 latest software update made my phone too slow 😡😡,software_update_issue
188571,188570,"@AppleSupport congrats, with your new update i can't charge my iphone any more.",software_update_issue
188540,188539,"@115858 Any way I can return the iPhone7Plus and get iPhoneX.. battery drains, app crashing, connectivity issue everything happening!",battery_drain
178671,188387,"@AppleSupport Why everytime i listen to music siri opens at random or it stops or goes 3 times faster, since the update of #IOS11",software_update_issue
2042407,2042406,@AppleSupport having serious issues with my battery performance on my 6s after the new upgrade.,battery_drain
188525,188524,"@AppleSupport my iPhone battery has been draining WAY TOO FAST since this morning, and I just updated to iOS 11.0.2! Can u help with this?",software_update_issue
242828,242830,@AppleSupport “Invalid sim” I’ve never changed it. “No sim” when my sim has NEVER been taken out of my phone. Cellular data turns off on its own.,network_connectivity
188372,188371,@115858 updated to iOS 11.0.2 full battery 100% at 8am. 9:34am currently at 30% what’s going on?? I heard this update was bad but damn.,software_update_issue
188336,188333,@AppleSupport how do I find out the status of an Apple repair ?,howto_or_feature
2042502,2042501,"As @115858 ‘s # 1 fan, I’m so disappointed in iOS 11. I can’t even access all functions &amp; my battery life sucks. My devices are 100% Up2date",battery_drain
188292,188291,@115858 @AppleSupport the #iOS11.01 Update is still killing my battery on my iPad Pro Gen 1 ?,battery_drain
188298,188297,"@AppleSupport i bought a new i phone6 and when I am activating it this following message appeared ""sim card not support "" what to do",network_connectivity
2042543,2042542,"So my phone is relentless telling me to download the new update, I finally did and now my phone hasn't worked since! @AppleSupport 😡",software_update_issue
237512,237510,@AppleSupport Feature to use buttons as volume was turned off after update so I think that may have been culprit,software_update_issue
211240,211239,"@115858 can you explain to me why the 11 update is draining my battery so much? 🙃🙄
I went from 100% to 35% by 1pm. #thisisnotnormal #notokay",battery_drain
208970,208969,Why my speaker phone won’t work since I got the new update? @AppleSupport,software_update_issue
178660,240445,@AppleSupport In the new update there’s a bug that don’t charge the phone,software_update_issue
211254,211253,"@115858 @116333 Really sad to see there is no fix available from Apple,my iPhone feels like a device from Stone Age, so slow and battery is draining so fast",battery_drain
211280,211279,"@AppleSupport after updating iOS 11 battery life affecting too much,please advise.",battery_drain
663317,663315,"@AppleSupport love the new update , got some really cool features like everything freezing all the time great job guys",software_update_issue
634008,634007,@AppleSupport hi i have the struggle of cant call when i try say finish call i try all but still the same the struggle is real :( help,other_or_unclear
238874,238872,Hey @115858 with this new update none of my WiFi connections work...you paying? 😂 #fixsoonplease #googlemapstoo #everythingmessedup,software_update_issue
208889,208888,"@AppleSupport Uh Iphone 6s won't turn on after the screen messing up, tried a hard reset nothing happening. Help??",hardware_issue
2045247,2045246,@121288 @115858 Absolutely. I agree. Battery draining like hell in my new iPhone. Need a fix ASAP. @115858,battery_drain
211323,211322,@166062 @115858 my lock screen been sideways a few times since the update,software_update_issue
211294,211293,@115858 Phone won't unlock or charge after the latest update. What are you guys developing?? Please make it stable.,software_update_issue
208938,208939,"New #iOS11 making my #iPhone 6s practically useless - apps freezing, phone shutting down, battery draining. Anyone else? @AppleSupport",battery_drain
211313,211312,How do I get my fucking keyboard to go away @AppleSupport like why is it constantly there https://t.co/95UUxlq6RN,howto_or_feature
2045231,2045230,Can’t enjoy @115858 iOS 11.0. Constant freezing and crappy battery life. @AppleSupport what is the problem?,battery_drain
211264,211263,@AppleSupport how can i check that? i probably do 😂,howto_or_feature
2045219,2045218,@124423 @AppleSupport Snapchat logo missing from the watch push notifications on the new software update for at least a week now.,software_update_issue
2045235,2045234,I updated my @115858 iPhone 6 and now the battery dies in literally an hour of use. Ridiculous.,battery_drain
211249,211248,@AppleSupport y’all need to fix this #iOS11 problem https://t.co/nHp5dah5Sj,software_update_issue
188304,188306,@AppleSupport It seem it does it on WiFi not cellular https://t.co/2BoBl94xNV,network_connectivity
633957,633956,"Alright @AppleSupport the latest update is incompatible with several apps, but the worst is ALL of my music is gone! DON’T MESS WITH MY 🎶!",software_update_issue
2045215,2045214,"@604832 @115858 yepp! it's been really, really bad...phone randomly crashes, my iMessage gets unreliable and music starts skipping out of nowhere",app_issue
206471,206470,"@AppleSupport ios 11 broke my airdrop, help pls.",software_update_issue
208993,208992,@115858 updated my phone w the new update and it said it would fix my calls so they wouldn’t have that loud static noise but it’s still there,software_update_issue
209077,209076,@AppleSupport how do I accept a family sharing invitation when it keeps coming through as invalid?,subscription_management
2044922,2044921,"@AppleSupport Since update 11.02 I’ve lost all content to my saved emails, can’t see content of my paypal receipts. Bloody nightmare",software_update_issue
242484,242482,"@AppleSupport @115858 @12576 phone very glitchy after new update, it's like My phone is in slow motion.",software_update_issue
242593,242591,@AppleSupport It’s really a big shame if every new update doesn’t fit in the old iPhone versions… same thing happens with the update for iPhone 4…slow,software_update_issue
2044924,2044923,"@AppleSupport hi, i updated to iOS11.0.2 and my phone has been FROZEN for the past 12 hours. HELP",software_update_issue
2044920,2044918,@115858 why is my phone battery terrible after this new update??????????????,software_update_issue
209063,209062,Hey  @AppleSupport any reason why the new update is glitch central &amp; drains my battery,software_update_issue
208937,208936,"@165446 @AppleSupport I'm having the same problem with my iPad Air2, marked deterioration in battery life and charging time 🤔 #iOS11 @AppleSupport",battery_drain
2044953,2044952,@AppleSupport hey can you guys turn off my blue tooth? It’s still searching for networks and killing my battery.,battery_drain
208947,208946,"@AppleSupport we want our chrome filter back, no but on a serous note battery life sucks on #iOS11 can I get iOS10 back 😢",battery_drain
208914,208913,@AppleSupport I had not reset my device since I updated to iOS 11. Thanks for the tip.,software_update_issue
254120,254119,"@AppleSupport why did you push ios 11 out with the battery drain? I waited a while, did the upgrade monday and the battery life is awful",battery_drain
208900,208898,@AppleSupport I have trouble downloading updates. I keep getting the following error: Can't load data from the Apple Software Update server,software_update_issue
208879,208878,"Mobile data,network issues and calls cutting since the new iOS update , I wish I didn’t update 😤 @AppleSupport",software_update_issue
208881,208880,@AppleSupport for some reason my iMessage/FaceTime isn't working and I can't send texts to people. Please can you help me figure this out,app_issue
208893,208892,@115858 after the new updates the battery life is really ....awkward it’s embarrassing it doesn’t last a whole day !!!,battery_drain
2044862,2044861,I’m going to need @115858 to get it together with iOS 11. I just got a brand new iPhone &amp; its working like an iPhone 4 ever since the update,software_update_issue
630145,630144,Aye @115858 this new update keeps crashing my phone 😡,software_update_issue
2044792,2044791,@AppleSupport are you trying to pull my pisser ? Im charging my phone 3 times a day and doing the same as i did before the new update wtf!!! https://t.co/27mWNTg0yb,software_update_issue
